"November 7, 2020",50,Delicious pizza,Prices were normal. Staff was kind. Foods were delicious. I ordered three slices of Italian pizza and taste was alike what I ate in Rome. Thanksssss
"August 31, 2020",50,After having tried several,"After having tried several pizzas in NY I think this is the best pizza in New York so far, the combinations and the ingredients, the service is very good and friendly, TripAdvisor is right it is the best!"
"August 1, 2020",50,Fun tumes,Great pizza. A Must stop in new york city among others going back before i leave to go home great pizza
"May 28, 2020",50,Excellent Pizza,The service is very good. I delivered the pizza at 10.00 PM and I received at 10:15 excellent! I recommend.
"April 26, 2020",50,pizza,If you are looking for a fast eating place for a cheap pricezthis is the place where you should go.Yummmyyy
"March 13, 2020",50,The beast pizza 🍕 in NYC,"Thin crunchy crust, good ratio sauce to cheese. Great atmosphere, lovely host Greg. Definitely “must try” if you in NYC."
"March 12, 2020",50,Delicious! Greg is brilliant,"Pizza was delicious 10/10 would reccomend. Greg was really nice. A must if you're in the area. Group of us from Dublin, Irl had a brilliant time."
"March 10, 2020",50,Nice Place,"Amazing Pizza! Best Pizza in NYC! Greg was very welcoming, took pictures for us to have something lasting of our trip. We had their No.1 Pizza and a slice of 3 meat Pizza. Always fresh and big slices!!!"
"March 7, 2020",40,4 day workshop,"Not a sit down restaurant, several small tables in back, but Really Really good slices, tried a couple and was not disappointed. Grab a bunch of napkins, you'll need them."
"March 6, 2020",50,Excellent pizza: huge slices:,"Excellent pizza: huge slices: fresh, tasty, light and greaseless! If you’re fortunate enough to have Greg stop by your table, your day will be made. We will be back and we want more Greg!"
"March 2, 2020",40,Average,We prefer traditional stone baked pizza compare to this style which has a crunchy base. I'm glad we tried it and would recommend it to others but wouldn't say this is the best in NY.
"February 28, 2020",40,One Slice at a time,"We were recommended this pizzeria which we decided to have lunch at after a walking tour of the village. It did not disappoint, the crust was amazing and the pizza itself was light and tasty."
"February 27, 2020",50,BEST PIZZA IN TOWN! I tried,"BEST PIZZA IN TOWN! I tried a few pizzas from places claiming to be the best, but none beat this place. Make sure you go!"
"February 24, 2020",50,"If you like NY style Pizza, this is the place to go for it.","Not much to say. Pizza is great, we spent time speaking with Mike, we actually knew some of the same people from New Rochelle, and he made us feel at home."
"February 15, 2020",50,Good Pizza,We enjoyed the Nona Maria slice which is the signature slice very much so. Place is your typical NYC style pizza joint in the sense that space is limited but the food is totally worth it.
"February 15, 2020",50,Great pizza and the owner Greg is fantastic,Great pizza and the owner Greg was extremely warm and friendly. Great to see a family owned business that feels family owned. Would definitely recommend for some great NY pizza
"February 13, 2020",50,Great pizza & amazing story behind it,Loved the pizza & meeting the owner Greg today - what an amazing man. Some fabulous stories about the history behind it. Keep up the good work 😊 - the strange ones from near Cambridge x
"February 13, 2020",40,Great pizza,"I have liked their pizza, my wife also liked their ambience. The service was nice too and the seats could be a bit more comfortable"
"February 10, 2020",50,Great NY style pizza!,"I would recommend to anyone. Very tasty, with the right amount of crispness. Great friendly service!"
"February 9, 2020",50,Fantastic NYC pizza!,"Fantastic NYC pizza! My highlight of the pizza was the crust, perfectly done and a nice taste of wood fried crust. Several slice options, reasonable priced, and good service. Highly recommend!"
"February 8, 2020",50,A Must-go!,"Would recommend to anyone, the best pizza!!! Special mention to Greg who made our day! Made us feel very welcome!"
"February 7, 2020",50,Best slice we had in NYC,A nice walk around West Village has to include a slice from Bleecker's. Cheers to Greg for the warm welcome in a cold New York day. It's definetely one of the memories we most cherish out of our trip.
"February 1, 2020",50,Top of the line classic NYC Pizza!,Across the sauce the toppings the spice and everything was perfectly in balance. It's a hole in the wall type place.
"January 31, 2020",40,Amazing pizza - cannot be faulted,"Their pizza is amazing - Nonna's recipe cheese pizza is a must, it is everything you imagine a slice of New York pizza to be. Get a slice and then walk around Greenwich Village."
"January 27, 2020",40,Delicious pizza and friendly,Delicious pizza and friendly folk. The sauce had a light sweetness to the tomato. Not too overloaded with cheese and the crust was nice and crispy. Wish I lived closer!
"January 23, 2020",50,Delicious,Voted #1 on here for a reason. Fast service and amazing! Nonna Maria was my favorite. By far the cheapest meal we had on our trip but so good!
"January 18, 2020",50,Best in NYC!,Best slice of pizza!! Greg was wonderful!!! Highly recommend visiting. Nonna Maria slice is the best I’ve had!
"January 17, 2020",50,It's as good as they say it is,I cant add much to what's already been said. I got the bbq chicken and it was superb. A lil smokey and plenty of cheese
"January 17, 2020",50,Best Slice of Pizza,"Greg turned us onto the best slice of pizza in New York and told us about his families’ 9/11 experience. Great pizza , better guy."
"January 17, 2020",50,Hospitality & Great Pizza,"What a wonderful atmosphere. Greg was such a wonderful host. The pizza is perfect! A must stop! Thanks Greg, it’s always so nice to meet such a kind people."
"January 17, 2020",50,Best pizza,"Super service! Amazing pizza. And Greg, one of the employees, is the nicest man we have met in new york so far! - from norway"
"January 16, 2020",50,Made our day,My friend and I left with the biggest smiles on our faces! The pizza was AMAZING - the tomato sauce was so so tasty! GREG was super super friendly and welcoming and we want him to be our NYC dad! Keep it up Bleecker Street!
"January 15, 2020",50,Still and Will probably always be One of my Favorites!,Its always a treat to have Bleecker Street Pizza! Whenever I am in the area it is hard to stay away from this place!And now with way more space even better!
"January 15, 2020",50,Amazing Pizza! Even Better Staff!,Visited Bleeker Street Pizza twice during out trip to NY the Nonna Maria Slice is amazing! The best pizza I have tried. Big thanks to Greg for the hospitality and the postcard! Your friends from the UK!
"January 10, 2020",50,Donna B,Nonna Maria delish! Great pizza and friendly service. Thanks Greg for your hospitality!! You Must try.
