"July 29, 2020",50,Excellent Large Pizzas,"Nice pizzas. Very large ones so it would be more than enough. You may need to book a table on busy nights. I would recommend for a large group friends, dinner date, or friends."
"December 30, 2019",50,"Great, small Italian restaurant","Great, small Italian restaurant with authentic pizza, nice beer and excellent service... usually you have to book before you visit .... if you re in the area do not miss it !!!"
"November 28, 2019",40,Lovely Pizza,I loved the pizza! And the bufala starter was amazing too!! The staff is friendly and the service is very fast! Recommended!
"September 27, 2019",50,The Pizza Heaven,The only place for Pizzas in Paris! Book in advance to avoid disappointment. Simply irresistible! Cozy and great service.
"September 10, 2019",50,Rustic Italian,"Came here during a work trip to Paris. One of the nicest pizzas I’ve ever had. Good pizza menu, buzzing atmosphere and Aperol Spritz! Will come again!"
"July 20, 2019",50,Loved the Pizza,"I’ve tried different pizzerias in Paris since 2012 and this one is the very best. If you like spicy pizza, recommend the Calabria."
"May 14, 2019",10,Not as good as aspected,In my opinion it’s very over rated and expensive €15 for half a pizza with 3 slices of speck 3 pieces of mozzarella. The pizza was not bad but ate much much better for that price. Reviews not telling the really truth.
"May 10, 2019",50,love it <3,"We had a great birthday night at papacionu! Delicious pizzas and salads, great wines, and the perfect atmosphere to enjoy your meal. The staff was also very kind !Thanks a lot, we''ll back again for sure!"
"April 25, 2019",50,Great Pizza,The restaurant serve really good pizza and especiall I have eaten an amazing quatttro formaggio there. starters were also very good. definately recommended.
"April 13, 2019",40,Huge fresh pizzas,Great fresh ingredients combined to make exciting pizzas. We got takeaway pizza rather than eat in. Prices were reasonable for the size of the pizza. Truffle pizza is recommended.
"March 21, 2019",10,I'm trying to make a booking,I'm trying to book a table and the lady told me to wait for 1min then just totally forgot me! I have waited for like 7min and heard everything going on over the phone and nobody took care of me!!!!! the service just sucks!!! 😡😡
"March 4, 2019",50,The best mozzarella,I always visit here when I want the best mozzarella and salade planche absolutely lovely and creamy.
"October 22, 2018",30,Good pizza,Main course of pizza was good. Desert was mehh and the coffie I ordered with the desert never came. Would rate 4 stars if judging by main dish only.
"August 17, 2018",40,Good pizza in nice surroundings,Le Papaciounu makes good pizzas and the restaurant both inside and out is welcoming. We visited them just before they closed for summer holidays so unfortunately were able to go only one time.
"August 9, 2018",50,Great wood oven pizza at sidewalk cafe-type pizzeria on cute pedestrian street.,"Great and unique wood oven pizza restaurant. Nice sized portions, maybe even too big if you’re a hotel guest and can’t bring leftovers home. Great recommendation from the staff at Hotel Opera Cadet."
"June 10, 2018",40,Friendly service and nice pizza!,"The place is small but cozy; service is very friendly! The pizza is very good: I’m not quite sure, but I think it’s the Roman one, considering the shape and the dough. I had the burrata with mustard one. I recommend!"
"May 19, 2018",50,Excellent,"Excellent thin crust pizza, generous sized pizza at a reasonable price, buzzing with customers, many who are local which is a sign of good quality. Menu available in different languages, waiters spoke English which was brilliant as my French knowledge is lacking."
"April 5, 2018",50,Awesome pizza!,Lovely cute place which was perfect as travelling solo for first night in Paris. Pizza was amazing and a good size for me (I like my food!). Staff were very friendly and accommodating. Not bad price!
"March 9, 2018",50,Best pizza!,"Great find, really good choice of tasty pizzas. Ambiance cosy and would definitely come back. Family of five. Children just as happy as the adults. Staff very helpful and efficient."
"January 27, 2018",40,Cosy italian,A good tasting Italian restaurant in a cosy setting. The four cheese Pizza was just right and the service effective. An easy reach from the gallery Lafayette.
