"November 19, 2020",40,Good Pizza,"Good value, fast service, good food quality, nice location. We had T""he Mountain"" - sixteen inch was enough for four people"
"March 11, 2020",40,Unpretentious place with friendly service and good pizza,"Uncle Vito's is a great place for pizza and calzones. Reasonably priced, especially for the location, it's classic hand-tossed pizza. I ordered the calzone (to take out) and it was excellent."
"March 10, 2020",50,Delicious Pizza!,Ordered the vegetarian pizza which was very tasty with lots of toppings. The crust was delicious as was the whole pizza.
"February 28, 2020",20,Wanted to try local pizza,Wanted to try local pizza instead of usual franchises. Was very disappointed with what we got. The pizza was very greasy and did not enjoy. Would not recommend.
"February 16, 2020",40,"Cheap, decent food, decent wine. Did I mention cheap?","I had an excellent pasta dish, salad, and 1/2 carafe of white wine for only $36! Best value I experienced this trip in SFO. It was right across the street from my equally good hotel Cornell de France."
"February 9, 2020",50,Great food,"I was walking around San Francisco and found a great pizzeria. It was a great choice on my part. Reasonable prices, delicious food and fast service. Highly recommend"
"February 1, 2020",30,Average pizza,Visited Uncle Vito’s hoping for a no frills easy going restaurant with good pizza. But the pizza was very average with cheap toppings. Wouldn’t come back as there’s so many better pizzas around.
"January 22, 2020",30,"Nice pizza, no frills","Nice authentic corner pizza place, seating upstairs and down, quite dark and bare inside but cosy, staff serving was very friendly. Starters seemed a little over cooked and the pizza was nice"
"January 17, 2020",40,"Fast, quick and easy","Great, huge pizzas. wen arrived just before 11pm (closing time) and they were happy to serve us with a smile."
"January 7, 2020",30,Nice friendly Italian pizza place,"The staff are friendly, they do have beer and wine and daily specials. Small place but excellent service, we went for lunch and enjoyed it."
"January 1, 2020",50,Excellent,"The pizzas are excellent and the pasta fabolous People real kind. A place, where you have to go :).."
"December 29, 2019",50,Awesome reasonably priced pizza!,We ordered pizza take out from this place twice. We loved the pizza and the fact that it was under $20. Perfect for us!
"December 29, 2019",50,"Good food, friendly staff 😃","Perfect Pizzas and Spaghetti (our daughter said the best ever). Friendly waiter, the food came really fast (the whole place was full!)."
"December 24, 2019",40,Good pizza and reasonable prices,"Good pizza and nice staff, tasty and got us seated quickly. Cafe style with a good vibe. Seemed to be very busy with take aways. Would revisit."
"December 13, 2019",50,Fantastic,Not sure what more to say. First night in San Francisco and exactly what we needed. Good food (and cheap beer for the area). Yes 👍
"December 13, 2019",40,Great local Italian,Right across from our hotel near Union Square. Delicious pizzas and pasta. Reasonable prices. Quick service. A great place to go late at night.
"November 17, 2019",50,Favorite spot,We always come here for dinner after we attend a football game. Great service and great food. Even got a great pizza to go.
"October 19, 2019",50,Great pizzeria,"Fantastic small pizzeria on the Powell st cable car line. No frills, but excellent pizza with a good choice for vegetarians."
"October 15, 2019",50,Great Pizza for eat in or takeaway,"A casual venue for a pizza or pasta meal. Pizzas are large and great to share. It can take a while to get a seat to dine in, but worth the wait."
"October 13, 2019",50,Late night pizza,"Spent too long drinking cocktails at the bar, and needed a late night dinner. Turned up late, but they found us a table, the pizza was excellent. Great place, reasonable prices."
"September 28, 2019",40,"Quick, nice, funny people and good value for money","Uncle Vito's is always busy and freqented a lot by locals, also for takeaway. The setup is simple, food is very nice and good value for money. It's not a place to spend a romatic evening but we liked it very much."
"September 26, 2019",50,Yum!,Fantastic pizza! highly recommend when visiting San Fran. It is small. If you can't get seating - get take away! We were fortunate on the night we visited that there were no queues.
"September 23, 2019",40,Very convenient,"Excellent,popular Pizzeria serving local population around Union Square. Can't book and popularity supported by early evening queues out of main tourist season. Beware that the large pizza is almost sufficient for 4 people! Friendly and efficient service in the night we visited"
"September 23, 2019",50,Three times in a week,Me and my colleague came here three times during our one week stay. We just loved the pizza! Good value for money! Just a caution: A large pizza is LARGE! 😂
"August 28, 2019",50,Small but delightful,"On our visit to San Francisco, we were in mood for pizza. This was close to our condo, so gave it a try. Was not disappointed. Excellent pizza"
"August 2, 2019",30,Quick Bite,Disappointed with the Pizza - very bland tasting base. Service friendly enough. Wouldn't re-visit though.
"July 27, 2019",50,Best pizza in SF!,Visited twice during vacation in CA. Cosy place with great staff and the best pepperoni pizza on San Francisco!
"July 24, 2019",50,Delicious,WE went to Uncle Vito's as soon as we arrived in San Francisco after a long drive. It was perfect. Delicious pizza and a sandwich with a refreshing drink.
"July 18, 2019",50,Great burgers and pizza,"Affordable, cheerful with warm staff and a cosy atmosphere. Open late so great for those post drink munchies!"
"July 15, 2019",50,Worth waiting for....,Scottish family of 4. 25 minute wait but well worth it. Food (pizza) was superb and very reasonably priced for city centre. Loads of locals doing takeaway which speaks volumes
"July 14, 2019",50,Goood Pizza & Pasta,Great pizza & pasta at good prize. Small place. Expect to que for awhile to get a seat. Both locals & tourists.
"July 7, 2019",50,Excellent pizza,The restaurant area itself is very casual so I recommend grabbing takeaway.!its a very busy place but they are well organised. I ate here twice and had good pizza both times. The mountain pizza was my fave
"July 3, 2019",50,Worth The Wait,This place is GOOD and both the tourists and SFO locals know it. Waited in line 20 minutes for a table but the wait was worth it. Great meal at a VERY reasonable price.
"July 2, 2019",40,Twice Is Nice,"One eat-in, one 'to go' whilst we were in San Francisco w/c 22/6/19. Both visits were very good. The queue is out of the door for takeaways most nights so that is a welcome sign. Pizzas are well made and very tasty."
"July 1, 2019",40,Great traditional pizzas,"This place is busy which to me is a good sign, we had a takeaway pizza “The Mountain” which was fresh, had a perfect crispy crust and had just the right amount of toppings. Great value and excellent quality."
