"March 8, 2020",50,Yum!,Great food and ambiance. Very welcoming. We arrived an hour before closing and did not feel rushed at all. Excellent service.
"February 11, 2020",50,Amazing lunch,"Amazing lunch with awesome service, highly recommend. Had the octopus carpaccio followed by the hangar steak with a side of rosemary Parmesan fries and ended with a delicious mango cream coconut tart. Also enjoyed a wonderful Malbec with my meal."
"January 18, 2020",50,Great lunch - the meat was,"Great lunch - the meat was perfect, very well cooked. Service people were very well informed about the food and drinks they were serving, with very good description. Salad with blue cheese, just fantastic"
"December 20, 2019",10,HORRIBLE SERVICE!!,"Our experience almost mirrored a bad review we read on Google. Service here (Stephanie the bartender) is horrible! So rude! As somebody that was a corporate trainer for restaurants, this place needs some serious customer service training."
"November 18, 2019",50,Great place for a surprise party!,Recently attended a surprise party here and the staff were wonderful and the food was delicious. The menu was limited due to the size of the group but the choices were awesome. Will dine here again.
"November 6, 2019",40,Dinner at RPM in October,"I was in Chicago for an Industry Convention and decided on a recommendation from a friend to take clients to RPM Steakhouse on Kinzie St. Solid atmosphere and really good steaks, everyone was pleased with their meals, atmosphere and service. Recommend this restaurant."
"October 21, 2019",40,Best steak i´ve ever try!,"I must say this restaurant is very nice. Great service, great atmosphere, great food, great presentation, i could continue. It´s not a cheap restaurant but definetely worth it. Can´t wait to go back!"
"October 20, 2019",50,Definitely worth the money,"The best steak I have eaten worldwide! Everything is extra: bread, appetizer, sides, and dessert. And it was worth every penny. Excellent service and perfectly appropriate ambiance enhance the entire meal. If you have one dinner in Chicago, this is the place."
"September 23, 2019",50,Taste is magnificent price is little bit high. Very nice for special days,The steak was very delicious. I ate steak in many places but this one was incomparable with the other. The deserts were very nice with taste and presentation.
"September 17, 2019",40,Good busy and a bit noisy,Nice restaurant with tasty housemate pasta. I had the scampi in a red sauce. Thought it could use a touch of salt. Friendly bartenders but very busy and noisy.
"September 17, 2019",10,NOK,"We hardly booked a table Int je afternoon because the waitress was not interested in taking reservations. When we arrived, we’ve had to wait 30’ before being said that our table won’t be ready but that we would eat at the bar... Very unpleasant."
"September 8, 2019",40,Great steak,"Great steak and outstanding service. Wife does not drink champagne but I do and I wanted Dom, was pleased to find out they offered it by the glass. Cotton candy afterward is a nice touch."
"July 9, 2019",40,Nice but overrated,I liked the food and ambient however I believe the food and wines were quite overrated. Friendly service and staff.
"May 22, 2019",50,Tomahawk!,"In town again for the NRA and the crew and I had to stop by. Good time, excellent food and good service. The tomahawk is always my go to here. Amazing!"
"April 11, 2019",50,O.M.G!,"Fabulous food with friendly, professional waitstaff. We arrived late after the theatre and did not for a second feel rushed. Appetizers were delicious and dinner superb! Pricey but worth it. Highly recommend."
"April 8, 2019",50,Amazing Experience,"One of Chicago's best. The bone in filet was dry aged and cooked Medium Rare to perfection. Appetizers were very well done, the steak tartar was the best I have ever had. Thank you for a great evening out."
"April 1, 2019",50,Excellent on all levels,"When you go to a high-end steakhouse you expect the best. The service was fantastic, recommendations spot on, drinks and food delicious. Great atmosphere. Very happy with our choice!"
"March 7, 2019",40,dinner,"The atmosphere was fantastic, and the bar area was spacious and inviting. The food was good and had a nice presentation"
"February 3, 2019",50,Go to in chicago,Get the bacon Delicious. You can’t go wrong with RPM anything. First time having steak tartare I will go back time and time again
"January 25, 2019",50,Amazing restaurant!,"Decore was lux, food was great and service from Christine was 12/10. She made us feel special on our anniversary and answered our questions about the menu perfectly. Always a great time here. Worth every penny."
"December 26, 2018",50,Excellent Steakhouse,"We had four diners, every one loved their meals. The Strip Steak, Filets, and fish were all perfectly prepared to order. The sides were family style and equally strong. Service was outstanding as well. All in all a terrific dining experience."
"December 3, 2018",50,Great dining experience,The service is always friendly and attentive. The food was perfectly prepared and presented in courses unrushed for an enjoyable dining experience. Appetizers to dessert were all very good. The selection and preparation of the steaks were flawless in temperature and crust. Delicious.
"November 26, 2018",50,Excellent,"The steak 、the service are amazing good!!!!! The price is high but worth to come again ,I really enjoy ."
"November 5, 2018",50,Small fillet. Drop of Zin. Perfect.,"Shared starter. Modest steaks. Excellent wine. Service intelligent. Music quiet enough to talk. Just right,"
"October 29, 2018",50,Amazing food and experience,"I was absolutely stunned by every dish we tried. The seafood, the steak, and the desserts were fabulous! My most favor was the baked Alaska! Wow!! Service was top notch and I can not wait to hear next time I am in Chicago!"
"October 21, 2018",40,Great place for dinner with friends.,The atmosphere is light and comfortable. The wait staff is wonderful and friendly and the food was just awesome. Cooked exactly as requested.
"October 21, 2018",40,Great,"Great restaurant. The food was good, my husbands steak was amazing, ny strip - he loved it. I got the filet and I was a little underwhelmed. The service was great, would definitely recommend."
"October 14, 2018",50,Great place,"Amazing meal, great service, steak was perfect and seafood tower out of this world. On the louder side of the coin, so with a larger group it can be a challenge."
"October 14, 2018",20,"Ok but at this price point, not good enough","Pleasant staff , but 82$ for a steak Not good enough. If you like a steak full of fat and grizzle Atmosphere is good bu food is over priced . Would I return NO"
"October 3, 2018",40,Just OK,Went here with a group for dinner. The steak was just ok nothing special. Service was good. I will say that the veggies were great.
"September 24, 2018",50,Great meat,After reading reviews I decided to bypass the other normals and try a new one. It sure wasn’t disappointing. The meat was cooked to perfection. The hassellblad potatoes were a serious hit. I had the drake and it was very good
"September 24, 2018",50,Delicious food in a swanky downtown place,"I would highly recommend RPM Steak for fine dining and special occasions. The atmosphere is elegant, service is top-notch, and above all the food is delicious. As an added bonus, you'll receive cotton candy If you are celebrating a birthday."
"September 22, 2018",50,Highly recommended,"Amazing steaks, cooked to perfection. Nice atmosphere inside the restaurant and great service. Pricey but worth it."
"September 20, 2018",50,Great Steak Dinner,My Client chose RPM and very glad they did. Service was impeccable. Food was outstanding. Cool vibe.
"September 12, 2018",50,Terrific Steak House,"RPM Steak is terrific. The setting is nice, with some fairly quiet tables near the bar. The food and drinks are excellent, and so too is the service."
"August 26, 2018",50,Extraordinary,"Excellent restaurant with an outstanding service. The food was very well prepared, I tried the Sea Bass, it was great. The wine offer is optimum as well as the restaurant atmosphere. If you are by Chicago, it is a restaurant that must be tried."
"August 24, 2018",50,"Great steak, great service, and delicious chocolate cake","Steak tartare, oyster mushrooms, and 14k chocolate cake are my favorite. I always enjoy dining here and at any Lettuce Entertain You restaurants!"
"August 5, 2018",50,Top Notch Steakhouse!,"RPM is a snazzy steak place with a nice bar, great bartenders, and really excellent steaks. Modern, subtle lighting, and definitely a buzz to it. Perfectly cooked bone-in filet mignon with a side of black truffle risotto. Excellent service!"
"July 29, 2018",50,Steak house,Highly recommend for anyone looking for a very nice dinner and setting. The food was fantastic and the service was just a good. The place was nicest place I’ve eaten to place and would be very interested in going back if give the chance.
