"January 1, 2021",50,Great Burger!,It was a great way to start the New Year! Everything was delicious! The waiter Carlos is very friendly!
"May 21, 2020",50,Amazing burger,"I love burger and I think, this is the best burger in Madrid. The Price and services are good. If you go to Madrid, I recommended going this place."
"March 4, 2020",50,Best burger in Madrid,"The burger is amongst the best I’ve had, and so I keep on coming back. Our server Karlos was very attentive and took good care of us. I would definitely recommend visiting and trying their awesome burgers."
"March 1, 2020",40,Great iberico,"Loved the iberico and the salad with the goat cheese, but not so much the chicken. It is centrally located so well worth the visit!"
"February 29, 2020",30,Don't come too far,"Good service, but only fair food Steak burger was ok, entrecote was eatable. Current ranking is too good."
"February 29, 2020",50,Jean claude ‘josé’ vandamme,We had a very nice meal in this restaurant. Excellent service from José!!!! Kind regards the Belgian friends!!
"February 29, 2020",50,Highly recommended! Food was,Highly recommended! Food was amazing and the service even better...Jose went out of his way to help us feel right at home and even suggested great places to visit! I it We’re up To me I would rate them 10 Stars!!!
"February 28, 2020",50,Excellent place,"Perfect meat expirience, the waiter Aitor was absolutely amazing and I recommend on him especially, Gracias😁"
"February 27, 2020",50,To Alexandra,"This is one of the best Restaurants you can find in Madrid. I really enjoyed and loved the food and I really recomend this restaurant for meat & Hamburger lovers, Very good food and really worth it, Trust me ;)"
"February 20, 2020",50,"Mind blowing food, very well","Mind blowing food, very well done cooked as well and I would suggest it for any tourists when in need of a good cooked meal. Also very great service especially from Jose who was great!!"
"February 16, 2020",50,A truly amazing burger!!,"I'd say, without exaggerating - probably the best burger I've had. Ever, than anywhere in Europe I've been so far. Period."
"February 12, 2020",50,Last supper,"Visited on our last night in Madrid, after reading reviews on TripAdvisor, excellent service, varied menu,plenty to suit everyone, .Well cooked and presented, and pleasant waiters. Would recommend to anyone looking for a reasonably priced burger / meat meal"
"February 11, 2020",50,Best burger so far,Very good meet best burgers so far. Will go again to taste the other choices of burgers. Staff are super friendly and thank you to Marcos and Aitor.
"February 7, 2020",50,Great food,The food was great with great customer service . Karlos was a great waiter. Thank you for your hospitality.
"February 7, 2020",50,Gourmet Burger,This takes a burger joint to a new place Someone built a nice restaurant around the most popular dish in America
"February 4, 2020",50,Food,"The food was amazing!! Our waiter, Karlos, was very friendly and did everything to make us happy. Must visit when you go to Madrid!"
"February 4, 2020",50,Food,The food was delicious! The waiter Karlos is very friendly. If you go to Madrid you must visit the place!!!
"February 4, 2020",50,Food,"The food was really good. We ordered the steak tenderloin. We didn't have to wait long and the waiter, Karlos, was kind."
"February 4, 2020",30,Juicy burgers and ok steaks,"We went here for dinner and had a good, juicy burger. The steak was not very tender but had a good taste. Fries were good."
"January 31, 2020",50,Great Food & Service,We ordered the aged burgers and they were so juicy! We also ordered a homemade cheesecake that was so 😋 The food arrived quickly and overall the staff is very nice! Especially Karlos :)
"January 31, 2020",50,Burgers in Madrid,"Very nice place with wonderfool fresh food. For each time of burger many additional options from kind of bread, size and add-on. Not only frites as vegetable. Very nice service and room. Good place for brake during visit of Madrid center."
"January 23, 2020",50,Five stars for the experience.,Five stars for the experience. Alexandra and Francis thank you for everything. 🔝I will repeat for sure.
"January 23, 2020",50,"Just amazing, very good opinion","Just amazing, very good opinion in Madrid... Alexandra is TOP, like her college Francis... Thanks for this experience..."
"January 23, 2020",50,Great Burger!,"The local is really cool and the staff was the nicest (we loved our waiter Marcos) I’ve met here in Madrid! The food was delicious and the portions were really big, so come with an empty stomach!"
"January 23, 2020",50,Brilliant spot,Very good place to have food. Would recommend to anyone. Music is also fantastic. Very fancy decor and will definitely be back. Karlos with a K sorted is right out.
"January 23, 2020",50,Excellent service,"Great service by our waiter karlos, food was very tasty, good portions and music was tops!! Would thoroughly recommend."
"January 23, 2020",50,Great service,"The food was great, Very happy with the service by Karlos. Definitely will be coming back at some stage in the near future"
"January 23, 2020",50,The food was great and so,The food was great and so was my sever Karlos. Would highly recommend stopping by and getting dinner
"January 19, 2020",50,Awesome !!,Very warm welcome. The servers iare very nice. Thanks to Aitor !!! Fresh and tasty meat. Homemade and delicious desserts. Very good place to eat in the center of Madrid ! We will come back!
"January 18, 2020",50,Aitor is the best host,"The t-bone steak was amazing, thanks to Aitor! The wine was perfect with the steak! Aitor was the best host!"
"January 18, 2020",50,Aitor is a Spanish king,"Aitor is a very good host, delivered us the best and most delicious meat! Would recommend this place anytime!"
"January 1, 2020",10,Very disappointed place,The midum burger was well done The T-bone steak was cold and not that good We ordered at 20:15 and the food arrived at 21:25 . 9# best place in Madrid it's not.
"January 1, 2020",50,"Great service, good sitting.","Great service, good sitting. Food was delicious, specially the burgers ( aged meat with gouda cheese )."
"December 30, 2019",50,"Wonderful Burger and Meat,","Wonderful Burger and Meat, Excellent Service. The quality is perfect and the Restaurant is very nice. Great Design. Go there!!!"
"December 25, 2019",20,"Nice staff, but to expensive for what I got","I had the ribs, but they had too much fat. The place is nice and the staff too, but the ribs quality was under my expectations for the price"
"December 13, 2019",50,Sirlon,Great food tasty with good ambient. Menu in English was very hard find in Madrid. Exelent service. Heigh recommend
"December 11, 2019",50,Very Tasty,Very tasty!!Good food and good service!!WE enjoyed a very nice meal!!! I recommended to meat lovers!!
"December 8, 2019",50,Great food,"The food itself was great, but the service was what made everything perfect! We will be definitely coming back. Thanks again Karlos!"
"December 7, 2019",50,Very good food. Amazing hamburger.,"Very good food. Amazing hamburger. Go with the dry aged beef, it is worth the extra money. Excellent cafe con leche here as well."
"November 27, 2019",40,Solid,"Fair prices and tasty burgers, just piece of advice to book a table towards the evening. Tables are comfortable but in the inside not near window they are quite close to eachother."
"November 13, 2019",50,Delicious meat & great service,Delicious meat (both pork ribs & burger) and great service (hi Francis!). I would recommend this place for all meatlovers visiting Madrid!
